index	code	severity	ratio	expected	transcript	missing_words	inserted_words
746	obj137	review	0.621	wag niyo na pong isipin yung bad experience niyo, iba po kami mag alaga.	Pong di mo po, isipin yung bad experience yung, di ba po kami mag-alaga?	wag niyo na iba	di mo po yung di ba
465	grt056	review	0.625	hello, salamat sa pag contact sa amin! si hannah po ito, paano ko kayo maa assist?	Hello, salamat sa pagkontak sa amin. Siya na po ito, paano ko ka yung mga assist?	pag contact si hannah kayo maa	pagkontak siya na ka yung mga
581	num072	review	0.632	one thousand eight hundred pesos po ang sisingilin sa inyo total.	P1,800 po ang sisingilin sa inyo total.	one thousand eight hundred pesos	p1 800
643	obj034	review	0.632	kung gusto niyo po, itago ko muna yung item hanggang bukas.	Punggustiyo po, itabukong muna yung item hanggang bukas.	kung gusto niyo itago ko	punggustiyo itabukong
1010	prd001	review	0.632	pasensya na po, naubos na po kasi yung item kahapon.	Pasensyon na po, naubusa po kasi yung item kahapun.	pasensya naubos na kahapon	pasensyon naubusa kahapun
9	cls010	review	0.636	makakaasa po kayong maipapadala agad namin ito bukas na bukas din.	Makakasap ko kayong may papadalaga namin ito bukas na bukas din.	makakaasa po maipapadala agad	makakasap ko may papadalaga
38	cls039	review	0.636	your purchase is now completely logged sa aming main inventory tracking system.	Your purchase is now completed outside our inventory tracking system.	completely logged sa aming main	completed outside our
158	dlv059	review	0.636	kadalasan po ay inaabot ng tatlong araw bago makarating sa inyo.	Tadarasan po ay inaabog ng 3 araw babang makarating sa inyo.	kadalasan inaabot tatlong bago	tadarasan inaabog 3 babang
276	eng027	review	0.636	the standard shipping fee is one hundred pesos within metro manila.	The standard shipping fee is 100 pesos within matte from Anilla.	one hundred metro manila	100 matte from anilla
516	num007	review	0.636	three fifty po bawat piraso ang sisingilin namin para sa item na iyan.	$350 ang sisingin namin para sa item na iyan.	three fifty po bawat piraso sisingilin	350 sisingin
550	num041	review	0.636	order reference number five hundred eight po ang ilagay ninyo sa form.	Order reference number 508 po ang ilagayin niyo sa form.	five hundred eight ilagay ninyo	508 ilagayin niyo
551	num042	review	0.636	three thousand fifty pesos po ang sisingilin ng rider sa inyong pinto.	$3,050 po ang sisigin ng rider sa inyong pinto.	three thousand fifty pesos sisingilin	3 050 sisigin
760	pay001	review	0.636	great news, pumasok na po ang inyong bayad sa aming system!	With news, pumasok ka po akong inyong bay sa aming system.	great na ang bayad	with ka akong bay
769	pay010	review	0.636	mabuti naman po at umokey na yung transfer niyo sa wakas!	Pabuti naman po at tamukin ay ang transfer niyo sa wakas.	mabuti umokey na yung	pabuti tamukin ay ang
885	prc026	review	0.636	wag po kayong mag alala, wala pong hidden charges yung breakdown natin.	Upukoy mag-ala, wala pang hidden charges yung breakdown natin.	wag po kayong alala pong	upukoy ala pang
915	prc056	review	0.636	ang regular price po ng item na iyan ay eight hundred pesos.	Ang regular price po na itin dyan ay 800 pesos.	ng item iyan eight hundred	itin dyan 800
921	prc062	review	0.636	sa computation po natin, nagkakahalaga ito ng seven thousand lahat lahat.	Sa commutation po natin, nagkakahanagay ito ng 7,000 lahat-lahat.	computation nagkakahalaga seven thousand	commutation nagkakahanagay 7 000
923	prc064	review	0.636	wala pa pong kasamang delivery fee yung kinowt ko na presyo.	Wala pa pang kasamang delivery fee ang kinout ko na preso.	pong yung kinowt presyo	pang ang kinout preso
965	prc106	review	0.636	magiging doble po ang babayaran niyo kung dalawang set ang kukunin.	Mabiging double po ang babayanan niyo kung dalawang set ang pukunin.	magiging doble babayaran kukunin	mabiging double babayanan pukunin
1015	prd006	review	0.636	pasensya na ha, huling piraso na pala yung nabenta kaninang umaga.	Pasensya na ha, guling pilaso na pala yung nabenda kaninyang umaga.	huling piraso nabenta kaninang	guling pilaso nabenda kaninyang
13	cls014	review	0.64	i confirm ko lang po ang inyong address, ito ay sa quezon city.	Ikonfirm ko ng po ang inyong kades, ito ay sa Kesson City.	i confirm lang address quezon	ikonfirm ng kades kesson
59	cls060	review	0.64	salamat po sa masiglang kwentuhan, aasikasuhin ko na po ang inyong package!	Salamat po sa masigdang kwentuhan. Asigas mo yung gano po ang inyong package.	masiglang aasikasuhin ko na	masigdang asigas mo yung gano
72	cls073	review	0.64	done na po tayo, maraming salamat at have a very nice day po!	Diyon nabuk tayo. Barami, salamat, and have a very nice day po.	done na po maraming at	diyon nabuk barami and
97	cls098	review	0.64	maraming salamat po sa napakalaking order ninyo, ipapasa ko na po sa warehouse!	Marami salamat po sa napakalaki order nyo. Pupasaka na po sa warehouse.	maraming napakalaking ninyo ipapasa ko	marami napakalaki nyo pupasaka
103	dlv004	review	0.64	paumanhin po kung hindi agad na update ang tracking system ng ating courier.	Pagmanhin po kong hindi adad-update ang tracking system ng ating prayer.	paumanhin kung agad na courier	pagmanhin kong adad prayer
187	dlv088	review	0.64	paki check po ang inyong email para sa kumpirmasyon ng inyong tracking number.	Pakachet po ang inyong email pa sa comparmasyon na inyong tracking number.	paki check para kumpirmasyon ng	pakachet pa comparmasyon na
232	dlv133	review	0.64	babalik po ang rider kapag hindi niya kayo na contact kaninang umaga.	Baabalik po ang rider kapag hindi niya kayo na kontak kanin ang mada.	babalik contact kaninang umaga	baabalik kontak kanin ang mada
234	dlv135	review	0.64	ang pinakamalapit po na branch sa inyo ay nasa kabilang kanto lang.	Ang pinakamalaapit po na branch ay inyo ay nasa kabay ng kanta lang.	pinakamalapit sa kabilang kanto	pinakamalaapit ay kabay ng kanta
363	fup054	review	0.64	tumatawag ako para i update kayo na dumating na ang inaabangan ninyong kulay.	Temataw ako para i-update kayo na dumating nani naaban yung kulay.	tumatawag na ang inaabangan ninyong	temataw nani naaban yung
430	grt021	review	0.64	magandang umaga po! ako po si anna, paano ko kayo matutulungan ngayon?	Magandang umaga po, ako po sa Ana. Paano ko kayo matutulungo ane yan?	si anna matutulungan ngayon	sa ana matutulungo ane yan
627	obj018	review	0.64	sorry po, naiintindihan ko kung gusto niyo muna maghanap ng mas mura.	Sorry po, na intingdihan ko kung busyong yung muna maghanap ng mas mula.	naiintindihan gusto niyo mura	na intingdihan busyong yung mula
647	obj038	review	0.64	maaari po kayong bumisita sa aming tindahan upang makita ninyo nang personal.	Makari po kayong bumisita sa aming tindahan at makita'y nyo ng personal.	maaari upang ninyo nang	makari at y nyo ng
689	obj080	review	0.64	wag niyo na po masyadong isipin yung presyo, maganda po talaga yung item.	Waw nila po masyadong isiping yung presyo. Maggadap po talaga yung item.	wag niyo na isipin maganda	waw nila isiping maggadap
778	pay019	review	0.64	yes, tatanggapin po namin ang buong bayad pagdating ng rider sa inyo.	Yes, tatangay na pinpun namin ng buong bayay pagdating ng rider sa inyo.	tatanggapin po ang bayad	tatangay na pinpun ng bayay
801	pay042	review	0.64	please send a copy of the deposit slip to our email address.	The send of a pair of the deposits led to our email address.	please copy deposit slip	the of pair deposits led
825	pay066	review	0.64	nakadepende po sa bangko ninyo kung may karagdagang charge ang pag send.	Takadependay po sa bangko ninyo kung may carod dead on charge ang pagsend.	nakadepende karagdagang pag send	takadependay carod dead on pagsend
868	prc009	review	0.64	yes po! magiging six hundred na lang po siya dahil sa promo code.	Yes po, madihin 600 na lang po sya dahil sa promo call.	magiging six hundred siya code	madihin 600 sya call
907	prc048	review	0.64	paumanhin po, hindi po namin kaya tapatan ang presyo ng kabilang tindahan.	Pag umamhing po, hindi po namin kaya tapatan ng presya ng kabilan tindahan.	ang presyo paumanhin kabilang	pag umamhing presya ng kabilan
908	prc049	review	0.64	sorry po talaga, tumaas na po kasi ang singil sa amin ng supplier.	Sorry po talaga, tumas tapo kasi nansin nyo sa amin ng supplier.	tumaas na po ang singil	tumas tapo nansin nyo
935	prc076	review	0.64	babasahin ko po ang itemized breakdown para malinaw sa atin ang computation.	Pabasahing ko po ang item ay breakdown para malingno sa atin ng computation.	babasahin itemized malinaw ang	pabasahing item ay malingno ng
983	prc124	review	0.64	pag lumampas po kayo sa oras, may panibagong charge na po tayo.	Pag-wag ng paspo kayo sa oras, may panibabong charge siya po tayo.	lumampas po panibagong na	wag ng paspo panibabong siya
1016	prd007	review	0.64	sorry po, pero next week pa po ang dating ng bagong stocks.	Sorry po, better next week pa po on the thing na bagong stocks.	pero ang dating ng	better on the thing na
69	cls070	review	0.643	na process na po natin nang maayos, salamat po sa inyong tiwala at suporta!	Na-process tapo natin ang makayos. Salamat po sa inyong tiwala at support pack.	na po nang maayos suporta	tapo ang makayos support pack
383	fup074	review	0.643	nais ko lang pong ipaalala na may naghihintay na promo para sa mga susuking suki.	Nais ko lang pukipalala na may nagigintay na promo pa sa mga susupinsukay.	pong ipaalala naghihintay para susuking suki	pukipalala nagigintay pa susupinsukay
438	grt029	review	0.643	salamat po sa inyong pagtawag. ako po si faith, paano ko kayo masisilbihan?	Salama po sa inyong pagtabog. Ako po si Faith. Paano ko ko ang masisid bihan?	salamat pagtawag kayo masisilbihan	salama pagtabog ko ang masisid bihan
518	num009	review	0.643	twelve pieces po ang laman ng isang box na ipapadala namin sa inyo.	Pero at business po ang laman ng isang ba sa ipaparo na namin sa inyo.	ipapadala twelve pieces box	pero at business ba sa ipaparo
655	obj046	review	0.643	pwede niyo po i check ang aming shopee store para sa mas maraming reviews.	Pwede niya po'y chat ang aming shopping store para sa mas marani reviews.	niyo i check shopee maraming	niya y chat shopping marani
701	obj092	review	0.643	i aassure ko po sa inyo na worth it bawat piso na ilalabas ninyo.	Di-assure ko po sa inyo na worth it bawat Liza na ilalabastin nyo.	i aassure piso ilalabas ninyo	di assure liza ilalabastin nyo
716	obj107	review	0.643	wag po kayong mag alala kung medyo pricey, mas tatagal naman po ito sa inyo.	Kung pukay mong dalalakong medyo pricey, mas takadal naman po ito sa inyo.	wag po kayong mag alala tatagal	pukay mong dalalakong takadal
719	obj110	review	0.643	naiintindihan ko po na mahalaga sa inyo ang quality, kaya ito ang pini present ko.	Naintindihan ko po na mahalaga sa inyong quality, kaya ito ang pinipresent po.	naiintindihan inyo ang pini present ko	naintindihan inyong pinipresent po
792	pay033	review	0.643	hayaan niyo po at iche check ko ulit sa finance department ang inyong bayad.	Hayahan nyo po at ichi-check ko alit sa finance department ng inyong bayad.	hayaan niyo iche ulit ang	hayahan nyo ichi alit ng
837	pay078	review	0.643	i forward ko lang po sa accounting ang inyong resibo para ma verify nila.	I-Forward po lang po sa account, tingin ang inyong recebo para maverify nila.	ko accounting resibo ma verify	po account tingin recebo maverify
14	cls015	review	0.667	paki check po ang inyong telepono mamaya para sa official text ng courier.	Baki-check po in yung telepon ng mamaya para sa official text ng courier.	paki ang inyong telepono	baki in yung telepon ng
15	cls016	review	0.667	your final total is exactly one thousand two hundred fifty pesos today.	Your final total is exactly 1,250 pesos today.	one thousand two hundred fifty	1 250
17	cls018	review	0.667	ipapasok ko na po ang mga detalye ninyo sa aming system ngayon.	Ipapasok ko na po ang mga detalin nyo sa aming sistem niyan.	detalye ninyo system ngayon	detalin nyo sistem niyan
25	cls026	review	0.667	nakuha ko na po ang lahat ng kailangan kong impormasyon mula sa inyo.	Nakawakuna po ang lahat ng kailangan ko informasyon, mula sa inyo.	nakuha ko na kong impormasyon	nakawakuna ko informasyon
39	cls040	review	0.667	titignan po ng aming supervisor ang inyong form bago nila ito pirmahan.	Pitingan po nang aming supervisor ang inyong forum bago nila ito piramahan.	titignan ng form pirmahan	pitingan nang forum piramahan
57	cls058	review	0.667	sige po, ibababa ko na ang linya, enjoy the rest of your day!	Sige po, di ba babako na alin ya. Enjoy the rest of your day.	ibababa ko ang linya	di ba babako alin ya
100	dlv001	review	0.667	pasensya na po, medyo na delay ang rider natin dahil sa malakas na ulan.	Masanang siya na po, may diyan na diday ang rider natin daw sa malakas na ulan.	pasensya medyo delay dahil	masanang siya may diyan diday daw
106	dlv007	review	0.667	sorry po, hindi kasi nahanap ng rider yung mismong address ninyo kanina.	Sorry po, hindi ta sinanghanap ng rider yung mismong address yung opanina.	kasi nahanap ninyo kanina	ta sinanghanap yung opanina
122	dlv023	review	0.667	i a update ko po kayo palagi kung nasaan na ang inyong order.	Ia-update ko po kayo palaji kung nasa na inyong order.	ang i a palagi nasaan	ia palaji nasa
128	dlv029	review	0.667	nandito lang po kami para asikasuhin ang inyong delivery kung may aberya.	Nandito lang po kami para asi kasunin ang inyong delivery kumay Aberia.	asikasuhin kung may aberya	asi kasunin kumay aberia
238	dlv139	review	0.667	magpapabigay na lang po ako ng instructions sa rider kung paano makapasok.	Mabapabigay na nang bu ako ng instructions sa rider kung paano makapaso.	magpapabigay lang po makapasok	mabapabigay nang bu makapaso
255	eng006	review	0.667	we expect a new shipment to arrive by monday morning.	We expect and you should be to arrive by Monday morning.	a new shipment	and you should be
354	fup045	review	0.667	tumawag po ako para ipaalala na mag eexpire na ang inyong discount voucher bukas.	Kamaw po ako para ipalala na mag-expern ng inyong discount voucher bukas.	tumawag ipaalala eexpire na ang	kamaw ipalala expern ng
365	fup056	review	0.667	gusto ko lang po kamustahin kung nasubukan niyo na ang bagong produktong ipinadala namin.	Gusto ko lang pukumustayin kung masubukay niya na ang bagong produkto ipinadala namin.	po kamustahin nasubukan niyo produktong	pukumustayin masubukay niya produkto
417	grt008	review	0.667	good day! what can i assist you with right now?	Good day, what you nasty stupid right now.	can i assist with	nasty stupid
437	grt028	review	0.667	magandang hapon po sa inyo. ano po ang maaari kong maipaglingkod ngayong araw?	Magandang hapon po sa inyo. Ano po ang maali ko may paglingod niyang araw?	maaari kong maipaglingkod ngayong	maali ko may paglingod niyang
464	grt055	review	0.667	magandang umaga po! ako si nicole, may maitutulong ba ako sa mga inquiries niyo?	Madagumada po, ako sinitul. May mga itutulong ba ako sa mga inquiries niyo?	magandang umaga si nicole maitutulong	madagumada sinitul mga itutulong
467	grt058	review	0.667	good day! welcome po sa customer support natin. ako si marie, anong kailangan nila?	Today, welcome po sa customer support natin. Pako si Mary, ano kailangan nila?	good day ako marie anong	today pako mary ano
574	num065	review	0.667	november twenty five po ang napag usapang araw ng ating pagpapadala ng items.	November 25 po ang napagusapang araw ng ating pangpapandanan ng items.	twenty five napag usapang pagpapadala	25 napagusapang pangpapandanan
578	num069	review	0.667	sixteen pieces po ang natitira sa aming kulay white na t shirt.	16 pieces po ang natigila sa aming kuley white at t-shirt.	sixteen natitira kulay na	16 natigila kuley at
608	num099	review	0.667	seven boxes po ng red at blue items ang naihatid sa amin.	Seven boxes po na red and blue items ang naihati sa anin.	ng at naihatid amin	na and naihati anin
674	obj065	review	0.667	garantisado pong maganda ang quality niyan kaya hindi kayo magsisisi sa huli.	Tantisada pang maganda ang kualiti niyan, kaya hindi kayo magsisisi sa hula.	garantisado pong quality huli	tantisada pang kualiti hula
722	obj113	review	0.667	okay lang po na mag duda kayo, pero ipapakita ko na legit kami.	Okay nang po na maglinda kayo, pero ipapakita ko naligit kami.	lang mag duda na legit	nang maglinda naligit
782	pay023	review	0.667	ayan, successful na po ang inyong gcash transfer, salamat po nang marami!	Pa'yan, sasas ko na po ang inyong G-Trust Transfer. Salamat po nang marami!	ayan successful gcash	pa yan sasas ko g trust
803	pay044	review	0.667	paki send na lang po yung screenshot ng inyong gcash transaction sa messenger.	Atisendan ang po yung screenshot ng inyong G-Transaction sa Messenger.	paki send na lang gcash	atisendan ang g
822	pay063	review	0.667	ipapadala ko po sa text ang bank details para hindi kayo malito.	Dipapadan ako po sa text ang bank details para hindi tima dito.	ipapadala ko kayo malito	dipapadan ako tima dito
842	pay083	review	0.667	hindi po kami tumatanggap ng tseke, cash o kaya online transfer lamang.	Hindi po kami tumatangdiap ng cheque. Cash ko kaya online, transfer lang.	tumatanggap tseke o lamang	tumatangdiap cheque ko lang
880	prc021	review	0.667	bongga po ang discount niyo rito dahil suki na po kayo.	Bunga po ang niscondio dito dahil suki na po kayo.	bongga discount niyo rito	bunga niscondio dito
884	prc025	review	0.667	grab the chance now because this offer is truly our biggest yet.	Now the chance now because this offer is fully arbitrated just yet.	grab truly our biggest	now fully arbitrated just
892	prc033	review	0.667	sigurado po kayong hindi kayo luge sa binayaran niyo para sa item na ito.	Sigurada po kayong hindi ilubes sa binayaran nyo pa sa item na ito.	sigurado kayo luge niyo para	sigurada ilubes nyo pa
895	prc036	review	0.667	makakaasa po kayo na ito na po ang final at totoong presyo.	Makakaasabong kayo na ito na po ang final at ito ang pressure.	makakaasa po totoong presyo	makakaasabong ito ang pressure
916	prc057	review	0.667	the total amount due is three thousand five hundred pesos.	The total amount due is 3,500 pesos.	three thousand five hundred	3 500
920	prc061	review	0.667	may dagdag po na fifty pesos para sa ating special packaging.	Paidag-dag po na $50 para sa ating special packaging.	may dagdag fifty pesos	paidag dag 50
933	prc074	review	0.667	for purchases above five thousand, we automatically waive the delivery fee entirely.	For purchases about $5,000, you automatically waive the delivery fee entirely.	above five thousand we	about 5 000 you
952	prc093	review	0.667	ang hinihingi lang po namin ngayon ay yung kalahati para umpisahan ang trabaho.	Ang hinisiniyampo namin yun ay yung kalahati para umtisahan ang trabaho.	hinihingi lang po ngayon umpisahan	hinisiniyampo yun umtisahan
955	prc096	review	0.667	idadagdag ko na lang po ba yung bubble wrap na bente pesos?	Idadal dago na nang po ba yung bubble wrap na Bendy Pesos.	idadagdag ko lang bente	idadal dago nang bendy
1000	prc141	review	0.667	isasama ko na po sa invoice yung hiningi ninyong libreng paper bag.	Sesama ko na po sa invoice yun hininingin yung Libang Paper Bag.	isasama hiningi ninyong libreng	sesama yun hininingin libang
1040	prd031	review	0.667	tamang tama po, naka sale din po yung item na napili ninyo ngayon.	Tamang-tama po, nakasiling po yung item na napiling yung ngayon.	naka sale din napili ninyo	nakasiling napiling yung
1080	prd071	review	0.667	hanggang limang piraso lang po ang pwede nating bilhin per customer.	Anggang $5 lang po ang pwede nating billing per customer.	hanggang limang piraso bilhin	anggang 5 billing
1094	prd085	review	0.667	pagkatapos po nito maubos, phase out na po ang buong product line.	Padatapos po nito maobos, face out na po ang boom product line.	pagkatapos maubos phase buong	padatapos maobos face boom
